"Template-Type","Author-Name","Author-X-Name-First","Author-X-Name-Last","Title","Abstract","Journal","Pages","Issue","Volume","Year","Keywords","X-DOI","File-URL","File-Format","File-Restriction","Handle","Month","# input file"
"ReDIF-Article 1.0","Jo&#xE3;o   Ricardo Faria","Jo&#xE3;o   Ricardo","Faria","An Integro-Differential Approach To Terrorism Dynamics","This article introduces integro-differential equations as a new technique to study terrorism dynamics. An integro-differential equation is a mathematical expression that contains derivatives of the required function and its integral transforms. The technique is applied to two different dynamic models in terrorism: terrorism and tourism, and terrorist innovations. In the first model the number of tourists that appears in an integral term and also in a derivative term is impacted by the number of terrorists. In the second model the integro-differential equation for terrorist innovations relates them to terrorist attacks. The article shows how to solve, analyze, interpret, and deal with integro-differential equations. Integro-differential equations shed light on aspects of the models ignored when other techniques are used. This is particularly important for the evaluation of current counterterrorist policies, as well as to the formulation of new ones.","Defence and Peace Economics","595-605","6","22","2011",NA,"10.1080/10242694.2011.627768","http://hdl.handle.net/10.1080/10242694.2011.627768","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:22:y:2011:i:6:p:595-605","9",NA
"ReDIF-Article 1.0","S.   Brock Blomberg, Ashvin Gandhi, Gregory   D. Hess","S.   Brock, Ashvin, Gregory   D.","Blomberg, Gandhi, Hess","The Political Economy of Legislation on Terrorism","-super-1This paper presents an empirical analysis of what drives congressional legislation on terrorism during the period 1995 to 2010. We utilize and augment current methodology to compile and analyze data on sponsorship and cosponsorship of terrorism related data. Our results on the sources of legislation on terrorism are largely in line with past examinations of the importance of committee membership and leadership, party majority-ship, and other political factors. Further, we find that the most significant and robust drive for legislation on terrorism is the September 11-super-th attacks. And while the impact of 9/11 affected legislative productivity everywhere, we find that it most significantly affected states surrounding New York and Washington D.C. Our results indicate that the economy may be one factor motivating politicians to legislate on terrorism; however, these results are not robust.<fn id=""FN0001"">  -super-1This research was funded in part by a grant from the Lowe Institute of Political Economy. The corresponding author is S. Brock Blomerg. We thank Chris Blomberg and Brianna Loyosa for their excellent research assistance on the project. </fn>","Defence and Peace Economics","607-626","6","22","2011",NA,"10.1080/10242694.2011.635953","http://hdl.handle.net/10.1080/10242694.2011.635953","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:22:y:2011:i:6:p:607-626","12",NA
"ReDIF-Article 1.0","Christopher   J. Coyne, Adam Pellillo","Christopher   J., Adam","Coyne, Pellillo","Economic reconstruction amidst conflict: Insights from Afghanistan and Iraq","Economic reconstruction typically takes place after the end of war. Yet recently, economic reconstruction has been viewed as a means to &#x2018;win hearts and minds&#x2019; during ongoing conflict. Drawing on a variety of reconstruction experiences from Afghanistan and Iraq, we identify four &#x2018;reconstruction traps&#x2019; that result from the incentives and constraints faced by actors involved in economic reconstruction during ongoing conflict. These traps include: 1. the credible commitment trap, 2. the knowledge trap, 3. the political economy trap, and 4. the bureaucracy trap. Avoiding these traps is critical for successful economic reconstruction; and we discuss potential strategies for doing so.","Defence and Peace Economics","627-643","6","22","2011",NA,"10.1080/10242694.2010.535392","http://hdl.handle.net/10.1080/10242694.2010.535392","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:22:y:2011:i:6:p:627-643","10",NA
"ReDIF-Article 1.0","A. Sokri","A.","Sokri","Optimal replacement of military aircraft: an economic approach","A nonlinear optimization model is developed in this paper to identify the optimal replacement strategy for military aircraft. In the model, the aircraft operating and maintenance (O&M) costs per available year are estimated as a function of age during the aircraft life cycle. After determining the optimal replacement policy, the model is applied to the CF Long-Range Patrol CP-140A Arcturus fleet. A sensitivity analysis is also carried out to assess the impact of some key model parameters on the result.","Defence and Peace Economics","645-653","6","22","2011",NA,"10.1080/10242694.2011.577958","http://hdl.handle.net/10.1080/10242694.2011.577958","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:22:y:2011:i:6:p:645-653","12",NA
"ReDIF-Article 1.0","Robert Beeres, Marion Bogers","Robert, Marion","Beeres, Bogers","Ranking the Performance of European Armed Forces","The degree of collectiveness aimed for in European defence policy raises issues such as burden sharing and relative performance measurement of the European Armed Forces (EAF). This paper compares EAF performance rates on three dimensions: input, throughput and output. In order to express performance, over the period of 1995--2008, differing measures are formulated for each of these dimensions. It appears that, in ranking the burden-sharing behaviour, it is the selection of a specific measure that defines the position of each European country. The implication of our study is that in meaningfully ranking the performance of EAF in the context of burden sharing, various indicators should be combined.","Defence and Peace Economics","1-16","1","23","2012",NA,"10.1080/10242694.2011.578401","http://hdl.handle.net/10.1080/10242694.2011.578401","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:1:p:1-16","3",NA
"ReDIF-Article 1.0","Rupayan Gupta","Rupayan","Gupta","THE EFFECT OF OPPORTUNITY COST AND HAWKISHNESS ON PROTESTS IN OCCUPIED REGIONS","This paper examines how the opportunity costs of the leader of a national protest movement and the intrinsic hawkishness or pacifism of the occupier affect the nature of the movement against occupation. The characteristics of the population residing in the occupied region, the nature of punishment that is being meted out to the protestors, and the structure of enforcement costs that lead to these outcomes are discussed in the paper.","Defence and Peace Economics","17-49","1","23","2012",NA,"10.1080/10242694.2010.540820","http://hdl.handle.net/10.1080/10242694.2010.540820","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:1:p:17-49","9",NA
"ReDIF-Article 1.0","Bradley M. Gray, James E. Grefer","Bradley M., James E.","Gray, Grefer","CAREER EARNINGS AND RETENTION OF U.S. MILITARY PHYSICIANS","Military physicians consider potential career earnings when making their stay/leave decisions. Moreover, they consider the effects of differences between military and civilian compensation at three distinct decision periods in the military career: the first year of unobligated service, the years after that point but before military retirement eligibility, and the year of retirement eligibility. We find that military retention is highly sensitive to compensation differences at the first decision and substantially less sensitive after that. We also account for endogeneity of military physician pay and retention with an instrumental variable technique, without which, estimates substantially underestimate the wage effect.","Defence and Peace Economics","51-76","1","23","2012",NA,"10.1080/10242694.2011.562371","http://hdl.handle.net/10.1080/10242694.2011.562371","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:1:p:51-76","2",NA
"ReDIF-Article 1.0","Peter Sandholt Jensen, Tony Vittrup S&#xF8;rensen","Peter Sandholt, Tony Vittrup","Jensen, S&#xF8;rensen","LAND INEQUALITY AND CONFLICT IN LATIN AMERICA IN THE TWENTIETH CENTURY","In this paper, we study the association between land inequality and civil conflict using a panel of 18 Latin American countries spanning the twentieth century. We find a statistically significant relationship between land inequality and civil conflict onset. This finding is consistent with the &#x2018;land maldistribution hypothesis&#x2019; and the view that inequality is important for understanding conflict in Latin America. It is also consistent with recent theories of conflict and the model of revolution applied by Acemoglu and Robinson in their work on political transitions.","Defence and Peace Economics","77-94","1","23","2012",NA,"10.1080/10242694.2011.558726","http://hdl.handle.net/10.1080/10242694.2011.558726","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:1:p:77-94","1",NA
"ReDIF-Article 1.0","Young&#x2010;Wan Goo, Seung&#x2010;Nyeon Kim","Young&#x2010;Wan, Seung&#x2010;Nyeon","Goo, Kim","TIME-VARYING CHARACTERISTICS OF SOUTH KOREA-UNITED STATES AND JAPAN-UNITED STATES MILITARY ALLIANCES UNDER CHINESE THREAT: A PUBLIC GOOD APPROACH","This paper investigates the nature of two military alliances under Chinese threat. The findings are as follows: First, South Korea does not consider China a significant threat while Japan and the United States have recognized China as a serious threat since the 1990s and the 2000s, respectively. Second, the relationship between South Korea and the United States is a true military alliance for all time periods, but the nature of the alliance has changed since the 1970s. Third, although Japan began to form an alliance relationship with the United States in the 1990s, Japan is considered a more significant ally by the United States. This paper implies that, should China provoke a military confrontation, it might be difficult to deduce a common solution among the three countries because of the different response to military threats from China.","Defence and Peace Economics","95-106","1","23","2012",NA,"10.1080/10242694.2011.553381","http://hdl.handle.net/10.1080/10242694.2011.553381","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:1:p:95-106","2",NA
"ReDIF-Article 1.0","Jurgen Brauer, Juan   F. Vargas","Jurgen, Juan   F.","Brauer, Vargas","Colombia: Introduction To A Special Issue Of Defence And Peace Economics",NA,"Defence and Peace Economics","107-108","2","23","2012",NA,"10.1080/10242694.2011.597242","http://hdl.handle.net/10.1080/10242694.2011.597242","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:2:p:107-108","4",NA
"ReDIF-Article 1.0","Mauricio   A. Rodr�guez, Nancy   A. Daza","Mauricio   A., Nancy   A.","Rodr�guez, Daza","Determinants of Civil Conflict in Colombia: How Robust are they?","We analyze how the determinants of the civil conflict in Colombia at the municipal level respond to changes in the empirical strategy. We estimate several econometric models that vary in three dimensions: 1) the data set, 2) the measure of conflict, and 3) the estimation method. We find substantial differences in the signs and statistical significance of the marginal effects in response to using a different data set, changing the definition of conflict, and employing different empirical methodologies.","Defence and Peace Economics","109-131","2","23","2012",NA,"10.1080/10242694.2011.597237","http://hdl.handle.net/10.1080/10242694.2011.597237","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:2:p:109-131","4",NA
"ReDIF-Article 1.0","Paola Palacios","Paola","Palacios","Forced Displacement: Legal Versus Illegal Crops","Anecdotal evidence suggests that, in stateless regions in Colombia, the establishment of oil palm-super-1 plantations generates more forced migration than the introduction of coca crops. We provide a theoretical model to study this phenomenon where an agent, allied with the illegal armed group that controls a region, chooses between buying an agricultural good from peasants or producing it himself by evicting farmers from their lands. We compare two crops that differ in their labor intensity. Results indicate that it is more likely that the agent finds it optimal to displace peasants in the case of the less labor intensive crop.<fn id=""FN0001"">  -super-1The oil palm is the tree from whose fruit one derives palm oil, the commercial crop. For convenience, we employ the terms interchangeably. </fn>","Defence and Peace Economics","133-160","2","23","2012",NA,"10.1080/10242694.2011.597238","http://hdl.handle.net/10.1080/10242694.2011.597238","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:2:p:133-160","4",NA
"ReDIF-Article 1.0","Catherine rodr�guez, fabio s&#xE1;nchez","Catherine, fabio","rodr�guez, s&#xE1;nchez","Armed Conflict Exposure, Human Capital Investments, And Child Labor: Evidence From Colombia","This article estimates the effect of armed conflict exposure on school drop-out and labor decisions of Colombian children between the ages of 6 and 17. The empirical strategy is based on two-stage duration analysis and biprobit estimations that take into account the endogeneity of conflict. We find that conflict affects children older than 11, inducing them to drop out of school and enter the labor market too early. We find that short-term exposure to violence is the most relevant for these decisions and probable channels of transmission include higher mortality risks, negative economic shocks, and lesser school quality.","Defence and Peace Economics","161-184","2","23","2012",NA,"10.1080/10242694.2011.597239","http://hdl.handle.net/10.1080/10242694.2011.597239","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:2:p:161-184","4",NA
"ReDIF-Article 1.0","Andr�s Casta&#xF1;eda, Juan   F. Vargas","Andr�s, Juan   F.","Casta&#xF1;eda, Vargas","Sovereign risk and armed conflict: an event-study for colombia","We study the causal effect of recent landmark events of the Colombian armed conflict on the foreign perception of sovereign risk, as measured by the price of the Credit Default Swap (CDS) of Colombian bonds. We construct a Synthetic Control Group to use as the non-conflict counterfactual of the Colombian CDS price and compare its behavior around relevant conflict-event dates with that of the actual (conflict-affected) Colombian CDS. Results suggest that the impact of conflict on the foreign perception of sovereign risk is sizable but rather idiosyncratic, and depends on the political context surrounding each event.","Defence and Peace Economics","185-201","2","23","2012",NA,"10.1080/10242694.2011.597233","http://hdl.handle.net/10.1080/10242694.2011.597233","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:2:p:185-201","4",NA
"ReDIF-Article 1.0","Juan   F. Vargas","Juan   F.","Vargas","The persistent Colombian conflict: subnational analysis of the duration of violence","Focusing on the Colombian armed conflict, this paper develops for the first time a within-country analysis of violence duration. It examines a wide range of factors potentially associated with violence duration at the municipal level for the period 1988--2004, including geographic factors, economic and social variables, institutional characteristics, victimization variables and government intervention. It individuates the most robust correlates of the persistence of localized conflict, both across specifications and using different econometric models of duration analysis. Results suggest that violence in Colombia is more persistent in places where illegal rents are available. Better quality institutions and a more active military are in turn associated with shorter conflict episodes.","Defence and Peace Economics","203-223","2","23","2012",NA,"10.1080/10242694.2011.597234","http://hdl.handle.net/10.1080/10242694.2011.597234","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:2:p:203-223","4",NA
"ReDIF-Article 1.0","G. Jones, T. Kane","G., T.","Jones, Kane","U.S. Troops and Foreign Economic Growth","Do American troops help or hinder economic growth in other countries? We consider a newly constructed dataset of the deployment of U.S. troops over the years 1950--2000 and discover a positive relationship between deployed troops and host country economic growth, which is robust to multiple control variables. Each tenfold increase in U.S. troops is associated with a one--third percentage point increase in average host country annual growth. We explore three possible causal explanations: a Keynesian aggregate demand boost; the diffusion of institutions; and security. Extensive econometric testing, including the use of panel data, confirms the core relationship.","Defence and Peace Economics","225-249","3","23","2012",NA,"10.1080/10242694.2011.585043","http://hdl.handle.net/10.1080/10242694.2011.585043","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:3:p:225-249","6",NA
"ReDIF-Article 1.0","Karen Pittel, Dirk   T.G. R&#xFC;bbelke","Karen, Dirk   T.G.","Pittel, R&#xFC;bbelke","Decision processes of a suicide bomber&#x2014;the economics and psychology of attacking and defecting","This paper provides a theoretical analysis of suicide attacks and defection. First, decision processes of potential attackers are examined from an economist&#x2019;s perspective. The results are then applied to insights from behavioural economics and psychology. We derive conditions under which agents decide to become suicide bombers&#x2014;or to announce an attack and defect later. Taking account of hyperbolic discounting we show why the decision to commit a suicide attack can be time-inconsistent and what internal manipulation mechanisms (arising from cognitive dissonance and terror management) and external manipulation mechanisms (employed by terrorist organizations and governments) might prevent or foster time-inconsistency.","Defence and Peace Economics","251-272","3","23","2012",NA,"10.1080/10242694.2011.585817","http://hdl.handle.net/10.1080/10242694.2011.585817","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:3:p:251-272","6",NA
"ReDIF-Article 1.0","Vincenzo Bove, Elisa Cavatorta","Vincenzo, Elisa","Bove, Cavatorta","FROM CONSCRIPTION TO VOLUNTEERS: BUDGET SHARES IN NATO DEFENCE SPENDING","A growing number of NATO countries suspended compulsory military service during the past decade or are now phasing it out, moving to an All Volunteer Force (AVF). An AVF can free resources available for investment in up&#x2010;to&#x2010;date equipments, thus improving operational capabilities. Our paper investigates shifts in NATO military expenditure shares on personnel, equipment, infrastructure and other costs over the period 1970--2008 and explores the impact of the transition to AVFs on these shares of the defence budget. Results suggest that while the end of conscription did not reduce the share of spending on personnel, NATO forces are increasingly less reliant on soldiers and more on capital.","Defence and Peace Economics","273-288","3","23","2012",NA,"10.1080/10242694.2011.563973","http://hdl.handle.net/10.1080/10242694.2011.563973","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:3:p:273-288","2",NA
"ReDIF-Article 1.0","Adem   Y. Elveren","Adem   Y.","Elveren","Military Spending and Income Inequality:Evidence on Cointegration and Causality for Turkey,1963--2007","This paper examines the relationship between defence spending and income inequality in Turkey for the period of 1963--2007. Using the Theil Index of pay inequality as a proxy of overall income distribution, this study overcomes the problem of lack of time series data. Utilizing basic cointegration and causality tests, the paper aims to add to the literature by providing evidence that defence spending has an impact on income inequality for the case of Turkey.","Defence and Peace Economics","289-301","3","23","2012",NA,"10.1080/10242694.2011.578414","http://hdl.handle.net/10.1080/10242694.2011.578414","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:3:p:289-301","4",NA
"ReDIF-Article 1.0","Albert Wijeweera, Matthew   J. Webb","Albert, Matthew   J.","Wijeweera, Webb","Using the Feder-Ram and Military Keynesian Models to Examine the Link Between Defence Spending and Economic Growth in Sri Lanka","This study uses the Feder-Ram model in conjunction with the military Keynesian model to examine the nexus between defence spending and economic growth in Sri Lanka. We find that the Keynesian aggregate demand model is better suited to analyse the link than the Feder-Ram model for the case of Sri Lanka. Based upon our results we expect a higher economic growth rate in Sri Lanka if more public resources are diverted from the defence to civilian sectors of the economy, now that the war between the government and separatist guerrillas has come to an end. However, recent post war events cast doubt upon whether a diversion of sources from military to non-military spending will actually occur. We conclude that the sanguine predictions of our economic analysis are entirely dependent upon the political decisions of the Sri Lankan government for their realization.","Defence and Peace Economics","303-311","3","23","2012",NA,"10.1080/10242694.2011.593352","http://hdl.handle.net/10.1080/10242694.2011.593352","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:3:p:303-311","5",NA
"ReDIF-Article 1.0","&#x160;tefan Bojnec","&#x160;tefan","Bojnec","Defence Enterprise Surveys On Market Outlets: The Case Of Slovenia","This article presents the results of an empirical survey of Slovenian defence enterprises focusing on three segmented geographic market outlets: the domestic market, the other European Union (EU-26) markets and the global markets. In the enterprise surveys are included around two-thirds of the domestic defence enterprises of different sizes and activities. The Slovenian defence enterprises by production, supply-in-return, subcontracting, middleman and trader activities in the defence marketing chains are mostly specializing towards the businesses on the domestic market. Rare enterprises are specialized exclusively for activities on the EU-26 markets and the global markets.","Defence and Peace Economics","313-320","3","23","2012",NA,"10.1080/10242694.2011.604945","http://hdl.handle.net/10.1080/10242694.2011.604945","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:3:p:313-320","6",NA
"ReDIF-Article 1.0","David   S. Siroky","David   S.","Siroky","Each Man For Himself? Rival Theories of Alliance Economics in The Early State System","When military alliances are expensive, they naturally raise distributional issues. This article considers two theories to explain how much a state will voluntarily contribute to the economic burdens of defense. Empirical work has relied largely on data from the twentieth century. This article provides an out-of-sample test to evaluate the models. Using data on the Quintuple Alliance, the results are more consistent with the predictions of the joint products model than the pure public goods model. Due to credible commitment problems, and intra-alliance cleavages, I argue that we should not expect substantial free riding in most conventional military alliances.","Defence and Peace Economics","321-330","4","23","2012",NA,"10.1080/10242694.2011.596654","http://hdl.handle.net/10.1080/10242694.2011.596654","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:idefpeap:321-330","5",NA
"ReDIF-Article 1.0","Keith Hartley","Keith","Hartley","COMPANY SURVEY SERIES: I: BAE SYSTEMS PLC","BAE Systems is the UK&#x2019;s largest defence and security firm and one of the world&#x2019;s major arms companies. It has changed from a state-owned aerospace firm to a privatised specialist defence company involved in a range of air, land, sea and cyber systems with a major presence in the US defence market. This article describes and assesses the history of the company, its organization, conduct and performance.  <bold>Editor&#x2019;s Note</bold>: This is the first of a new series of company surveys which describe the evolution and performance of the world&#x2019;s major defence companies and other important defence companies which might be less well-known. Authors are invited to submit outline proposals (one page) for company surveys to the Editors.","Defence and Peace Economics","331-342","4","23","2012",NA,"10.1080/10242694.2011.593353","http://hdl.handle.net/10.1080/10242694.2011.593353","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:4:p:331-342","5",NA
"ReDIF-Article 1.0","Eric   S. Lin, Yi-Hua Wu, Ta-Sheng Chou","Eric   S., Yi-Hua, Ta-Sheng","Lin, Wu, Chou","Country Survey: Defense Policy and Military Spending in Taiwan, 1952--2009","In this article we survey military spending, the evolution of national defense policy, and the role that defense spending played in economic activities in Taiwan from 1952 to 2009. With the ongoing cross-Strait dialogue and closer commercial ties between Taiwan and China, the share of military spending in government expenditures (or GDP) has tended to gradually decline, which is in accordance with the change in defense policy from an offensive posture to a defensive-oriented attitude. In addition, we investigate the defense spending--inflation nexus in Taiwan. The multivariate structural change test identifies two break points and three regimes are categorized accordingly. The Granger causality test based on the VAR model reveals that the heavy defense burden in Taiwan during 1952--71 (the first regime) is essentially an important factor causing the higher price levels. However, when the tension across the Taiwan Strait is alleviated as well as the defense-oriented policy adopted, the military spending no longer plays a crucial role in determining inflation in the recent two regimes. Sensitivity analysis confirms that our results are robust to different model specifications.","Defence and Peace Economics","343-364","4","23","2012",NA,"10.1080/10242694.2011.626974","http://hdl.handle.net/10.1080/10242694.2011.626974","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:4:p:343-364","9",NA
"ReDIF-Article 1.0","Robert Beeres, Eric   Jan De Bakker, Myriame Bollen, Eibert Westerink","Robert, Eric   Jan De, Myriame, Eibert","Beeres, Bakker, Bollen, Westerink","Country Survey: An Economic Analysis Of Military Expenditures In The Netherlands, 1990--2009","This article examines the pattern of expenditures for national security of the Netherlands from 1990 until 2009. In 1990, military spending amounted to 2.7% of Gross Domestic Product (GDP). In 2009, almost two decades later, this ratio dropped by more than a full percent. During this period, the reduction of funds available for national security was in concurrence with the Dutch government&#x2019;s spending policies. The Netherlands Armed Forces (NAF) changed dramatically in terms of capabilities, size, equipment and personnel in this two-decade time span. Our investigative results indicate that in spite of this transition, no significant changes have been implemented since 1990 in how the Dutch defence budget is allocated for the Navy, Army and Air Force. Furthermore, the mix of expenditures for salaries, operations and maintenance, as well as those for capital investment, stayed roughly the same for the duration of the period studied.","Defence and Peace Economics","365-387","4","23","2012",NA,"10.1080/10242694.2011.607283","http://hdl.handle.net/10.1080/10242694.2011.607283","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:4:p:365-387","7",NA
"ReDIF-Article 1.0","Jos� Jurado-S&#xE1;nchez, Miguel Jerez-M�ndez","Jos�, Miguel","Jurado-S&#xE1;nchez, Jerez-M�ndez","Warfare, Economic Performance And The Struggle For World Hegemony In The Early Modern Period: Guns Versus Butter In Eighteenth-Century Britain And Spain","Testing the existence of budgetary trade-offs in eighteenth-century Britain and Spain can contribute to resolve the debate on the economic impact of warfare and its relationships with the military potential of nations and the struggle for world supremacy during the early modern period. We have constructed several empirical models to search for trade-offs in order to show which country had the whip hand in achieving its military and economic objectives. Britain was ahead of Spain for several reasons. Britain was more efficient in deploying the available resources because it built an effective national bureaucracy. Furthermore, the institutional reforms made from the seventeenth century onwards increased the level of resources through enhancement of the British economy.","Defence and Peace Economics","389-412","4","23","2012",NA,"10.1080/10242694.2011.626964","http://hdl.handle.net/10.1080/10242694.2011.626964","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:4:p:389-412","8",NA
"ReDIF-Article 1.0","Michael McBride, Gary Richardson","Michael, Gary","McBride, Richardson","Stopping Suicide Attacks: Optimal Strategies and Unintended Consequences","Governments fighting terrorists have many tactical options, yet these options often yield unintended and counterproductive consequences. This paper models a terrorist organization, a religious group from which the terrorists recruit suicide bombers, and the society in which the terrotists are imbedded. The model illuminates how the choice of counterterrorist tactics influences the incidence of attacks, paying particular attention to the direct and indirect (unintended) consequences of the government's actions. The ultimate goal of this work is to identify the best way to stop terrorist attacks.","Defence and Peace Economics","413-429","5","23","2012",NA,"10.1080/10242694.2011.627758","http://hdl.handle.net/10.1080/10242694.2011.627758","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:5:p:413-429","10",NA
"ReDIF-Article 1.0","Jo&#xE3;o   Ricardo Faria, Daniel Arce","Jo&#xE3;o   Ricardo, Daniel","Faria, Arce","Counterterrorism And Its Impact On Terror Support And Recruitment: Accounting For Backlash","This article presents a dynamic model in which counterterrorism policies have the potential to generate positive public support for terrorism via a backlash that may fuel terror recruitment. For an optimizing government aiming at maximizing security, this phenomenon produces a natural bound on proactive counterterror policy that is related to the dynamic path of conflict. Moreover, terror is a persistent phenomenon that requires patience on the part of the target government for optimal counterterror policies to be realized. Finally, the potential for backlash yields insights into the need for target governments to fight an information war to change public opinion regarding its own policies and the ultimate effect of terror attacks.","Defence and Peace Economics","431-445","5","23","2012",NA,"10.1080/10242694.2011.604930","http://hdl.handle.net/10.1080/10242694.2011.604930","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:5:p:431-445","10",NA
"ReDIF-Article 1.0","Daniel Meierrieks, Thomas Gries","Daniel, Thomas","Meierrieks, Gries","Economic Performance And Terrorist Activity In Latin America","We investigate the link between economic performance and terrorism for 18 Latin American countries from 1970 to 2007, taking into account the potentially complex nature of this link. Panel causality analysis findings indicate that during this period, terrorism had no causal effect on economic growth. By contrast, we find that growth reduced terrorism in the less developed but not in the higher developed Latin American economies. We argue that group-specific differences (linked to patterns of economic development) govern this causal heterogeneity. From a series of negative binomial regressions we gain additional support for our findings, while also identifying further determinants of terrorism.","Defence and Peace Economics","447-470","5","23","2012",NA,"10.1080/10242694.2012.656945","http://hdl.handle.net/10.1080/10242694.2012.656945","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:5:p:447-470","10",NA
"ReDIF-Article 1.0","Raul Caruso, Addesa Francesco","Raul, Addesa","Caruso, Francesco","Country Survey: Military Expenditure And Its Impact On Productivity In Italy, 1988--2008","This paper analyses the military expenditures in Italy over the period 1988--2008. The estimation of a conventional model of military expenditure shows that the choices of military expenditure by Italian governments are influenced by US and, to a lesser extent, the other NATO countries' defence spending. In particular, the negative association between the US and NATO average military expenditure on the Italian one suggests a free-rider behaviour of Italy. Eventually, we focus on the relationship between productivity and military expenditure. The results suggest that there is a negative association between productivity and military expenditures in the long run. Namely, if military expenditures were substituted by civilian expenditures, the Italian overall productivity would be expected to improve.","Defence and Peace Economics","471-484","5","23","2012",NA,"10.1080/10242694.2011.608964","http://hdl.handle.net/10.1080/10242694.2011.608964","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:5:p:471-484","10",NA
"ReDIF-Article 1.0","Abdullahi   D. Ahmed","Abdullahi   D.","Ahmed","Debt Burden, Military Spending And Growth In Sub-Saharan Africa: A Dynamic Panel Data Analysis","This article empirically explores the relationship between military expenditure, external debts and economic performance in the economies of sub-Saharan Africa using a sample of 25 countries from 1988--2007. In investigating the defence--external debt nexus, we employ three advanced panel techniques of fully modified OLS (FMOLS), Dynamic OLS (DOLS) and dynamic fixed effect (DFE) to estimate our model. We observe that military expenditure has a positive and significant impact on external debt in African countries. Real GDP affects the total debt stock of African countries with a negative relationship. Our empirical results based on long-run elasticities show that a 1% rise in national output leads to a decline in external debt by 1.52%, on average. Policy-wise, the study suggests that African countries need to strengthen areas of fiscal responsibility and pursue models that encourage rational spending, particularly reductions in military expenditure.","Defence and Peace Economics","485-506","5","23","2012",NA,"10.1080/10242694.2011.627163","http://hdl.handle.net/10.1080/10242694.2011.627163","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:5:p:485-506","10",NA
"ReDIF-Article 1.0","Dan Kovenock, Brian Roberson","Dan, Brian","Kovenock, Roberson","STRATEGIC DEFENSE AND ATTACK FOR SERIES AND PARALLEL RELIABILITY SYSTEMS: COMMENT","The contest-theoretic literature on the attack and defense of networks of targets focuses primarily on pure-strategy Nash equilibria. Hausken's 2008 European Journal of Operational Research article typifies this approach, and many of the models in this literature either build upon this model or utilize similar techniques. We show that Hausken's characterization of Nash equilibrium is invalid for much of the parameter space examined and provides necessary conditions for his solution to hold. The complete characterization of mixed-strategy equilibria remains an open problem, although there exist solutions in the literature for special prominent cases.","Defence and Peace Economics","507-515","5","23","2012",NA,"10.1080/10242694.2012.660606","http://hdl.handle.net/10.1080/10242694.2012.660606","text/html","Access to full text is restricted to subscribers.","RePEc:taf:defpea:v:23:y:2012:i:5:p:507-515","10",NA
